experiment_name,experiment_id,descriptor_type,pooling_strategy,mean_average_precision,true_map_macro,true_map_micro,true_map_macro_with_zeros,true_map_micro_with_zeros,precision_at_1,precision_at_5,recall_at_1,recall_at_5,processing_time_s
descriptor_processing_sift_keynet_pairs,390,vgg_gray_dsp_l2_root_after,domain_size_pooling,0.5294486361447802,0.5294486361447802,0.5581474730942678,0.1910744390339573,0.19300154226659985,0.5234719134119227,0.5933213072114779,0.5234719134119227,0.5933213072114779,61.13
descriptor_processing_sift_keynet_pairs,388,vgg_gray_dsp_l2_root_before,domain_size_pooling,0.5367178491183355,0.5367178491183355,0.5644710589341304,0.19326502869766984,0.19518817192736443,0.53068758652515,0.5988169652221337,0.53068758652515,0.5988169652221337,61.498
descriptor_processing_sift_keynet_pairs,386,vgg_gray_dsp_l2_root_none,domain_size_pooling,0.5437170830528718,0.5437170830528718,0.5709191259497632,0.1955507117261419,0.1974178458731342,0.5380710659898477,0.6040609137055838,0.5380710659898477,0.6040609137055838,61.099
descriptor_processing_sift_keynet_pairs,372,vgg_gray_plain_l1_root_after,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,33.069
descriptor_processing_sift_keynet_pairs,370,vgg_gray_plain_l1_root_before,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,32.975
descriptor_processing_sift_keynet_pairs,368,vgg_gray_plain_l1_root_none,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,32.868
descriptor_processing_sift_keynet_pairs,378,vgg_gray_plain_l2_root_after,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,32.771
descriptor_processing_sift_keynet_pairs,376,vgg_gray_plain_l2_root_before,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,32.921
descriptor_processing_sift_keynet_pairs,374,vgg_gray_plain_l2_root_none,none,0.5310227554051986,0.5310227554051986,0.5606638131625225,0.19183992772593284,0.19387166627047286,0.5259470570961111,0.594999370726182,0.5259470570961111,0.594999370726182,32.984
dsp_aggregation_comparison,149,dspsift_baseline,none,0.5724626373354458,0.5724626373354458,0.5956735670536689,0.20337344421984208,0.20597767197879605,0.567143516382095,0.6238201115912237,0.567143516382095,0.6238201115912237,52.316
dsp_aggregation_comparison,150,sift_pyramid_dsp_average,domain_size_pooling,0.5392392390857476,0.5392392390857476,0.5642261231968801,0.19339445005737013,0.19510347571834383,0.5326593111549273,0.5953769350169904,0.5326593111549273,0.5953769350169904,51.808
